Title,Description,Link
Tenet,"All we have for you is a podcast, in combination with a word: Tenet. Or, if you're inverted, Tenet. 

Yes, in our latest spoiler special, Team Empire (Chris Hewitt, Helen O'Hara, James Dyer, and John Nugent) tackle the timey-wimey, mind-bending madness of Christopher Nolan's latest movie, and explain just what the hell was going on. Or they try to, anyway. Chris understands maybe 10% of the movie, and John around 50% (although that hasn't stopped him from promoting one of the most spurious theories surrounding the film). Thank God for James and Helen, then, who have a handle on the whole thing. Maybe. Possibly. We think. 

So, come this way for in-depth discussion, the odd outbreak of joke and, if you listen hard enough, the actual sound of Chris Hewitt's brain breaking in two. 

EnjoyojnE.",https://bauernordic-pods.sharp-stream.com/gb/1206/tenet_spoiler_special_mixdownfin_3360a3b7_normal.mp3
Pitch Black ft. David Twohy,"If our last retro spoiler special didn't make you feel old with the revelation that Scott Pilgrim Vs The World is ten years old, our latest will absolutely do the trick. For Pitch Black — the low-budget sci-fi that introduced the world to Richard B. Riddick, and put Vin Diesel firmly on the path to megastardom — is twenty years old this year. 20. TWENTY. We can't believe it either. 

To mark the occasion, the film's been re-released on Blu-ray, with all the attendant bells and whistles. And happily, it not only holds up, but if anything, has aged very well. And so, to celebrate all things Pitch Black, Chris Hewitt has an extended interview with the film's writer/director, David Twohy, in which they discuss Twohy's intentions for, and memories of, shooting the film, and how they almost accidentally hit upon the idea of making Riddick, the anti-hero who can see in the dark (handy when you're on a planet suffering a years-long total eclipse of the suns, thus triggering an onslaught of ravenous alien beasties) the focus of the film. 

After that, Chris is joined by Pitch Black superfans Helen O'Hara and James Dyer for further, and very fun, discussion of the movie. 

You're not afraid of the dark, are you? Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/pitch_black_spoiler_special_mixd_66c0cdf2_normal.mp3
Scott Pilgrim Vs The World ft. Edgar Wright,"Here's a revelation even more mind-blowing than 'bread makes you fat': Edgar Wright's Scott Pilgrim Vs The World is ten years old. Yet Wright's incredibly energetic, inventive and hilarious adaptation of Bryan Lee O'Malley's series of graphic novels feels like it hasn't aged a day. Wonderful soundtrack? Check. Jawdropping fight scenes? Check. A superb cast, including Michael Cera, Mary Elizabeth Winstead, Chris Evans, Brie Larson and more, knocking it out of the park? Obviously. 

And in this special retro spoiler podcast, Chris Hewitt catches up with Wright over SquadCast for an extended, and super-engrossing, hour-plus chat about a movie that has become a full-blown cult classic. That's followed by Chris and the rest of the podteam — Helen O'Hara, James Dyer, and Nick de Semlyen — convene for a big old discussion of the movie itself that, occasionally, is actually hilarious. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/scott_pilgrim_spoiler_special_mi_8802fc28_normal.mp3
Hamilton (Part II),"Here it is, folks: the slightly-delayed second, and final, part of Team Empire's spoilerific deep dive into Lin-Manuel Miranda's hit musical Hamilton, which is now streaming on Disney+. 

In this part, Chris Hewitt, Helen O'Hara, Amon Warmann, Ben Travis and Kobi Omenaka all reconvene in the virtual room where it happened to go through the second act of Miranda's masterpiece song by song, and then tackle a whole bunch of listener questions in their all-too-imitable style. Which means plenty of bad jokes, the odd bit of singing, random opinions (all double albums suck, apparently), the occasional outbreak of actual insight (quickly stamped out, you'll be glad to hear), and one member of the team develops an irrational dislike for a supporting character. Well, we all need a nemesis. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/hamilton_act_ii_spoiler_special__836faa3e_normal.mp3
Hamilton (Part I),"If you've listened to the Empire Podcast for the last few years, you'll know that Chris Hewitt and (particularly) Helen O'Hara have a tendency to bang on about Lin-Manuel Miranda's musical sensation (and sensational musical), Hamilton, at every possible opportunity. But, as there wasn't a film version, we couldn't exactly give it the old spoiler special treatment. 

And then Disney+ came along, with their filmed version of the stage show with Miranda and the rest of the original Broadway cast, and we saw our chance. Here, then, is the first part of our epic Hamilton spoiler special, in which Team Empire — Chris, Helen, Amon Warmann, Ben Travis, and Kobi Omenaka — do a deep, deep dive into the musical. So deep, in fact, that we only got up to the end of the first act. Which is why there'll be a part two next week. 

Along the way, there are laughs, the odd insightful comment, mini-renditions of some of the best songs, and an opening for which we feel you should steel yourself. 

Enjoy being in the virtual room where it happens.",https://bauernordic-pods.sharp-stream.com/gb/1206/hamilton_spoiler_special_part_1__7ff1ba86_normal.mp3
Gangs Of London Episode 5 ft. Gareth Evans,"The fifth episode of Gangs Of London is one of the landmarks of the televisual year, as writer/director/show-co-creator Gareth Evans brings the talent for mayhem that he honed on The Raid movies to the Welsh countryside, as a Danish hit squad lay siege to a farmhouse. There is tension, there is tons of heart, and there is the kind of sustained, ambitious action setpiece rarely seen on the small screen. 

In this episode, Chris Hewitt has an in-depth chat with Evans about the episode. And as this is a spoiler special, that includes major deaths, twists and turns, and the whole kit and caboodle. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/gareth_gangs_ep_5_spoiler_specia_886335e7_normal.mp3
John Wick ft. Chad Stahelski,"""We're thinking we're back!"" In our latest retro spoiler special, John Wick director Chad Stahelski tells Chris Hewitt how he, co-director David Leitch, writer Derek Kolstad and some dude called Keanu Reeves created one of the great action heroes of the 21st Century. In their spoiler-filled chat, Stahelski spills on iconic lines, character fates, shoot-outs, and alternate endings. You might even say it's Wick-ed. 

Then, in the virtual podbooth, Chris is joined by fellow Wickers, James Dyer, Helen O'Hara, and Ben Travis for more film-related fun as they dissect the original film in all its glory. And if you're looking for more John Wick goodness, our Chapters 2 and 3 spoiler specials are already part of your subscription. Listen to them all, or the dog gets it. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/john_wick_spoiler_special__mixdo_15b85ba5_normal.mp3
Gangs Of London episodes 1-4 ft. Gareth Evans and Corin Hardy,"Gangs Of London is pretty much everything you would expect from a TV show co-created by Gareth Evans, the maniacal mastermind behind The Raid and The Raid 2. Rather than being a Guy Ritchie-esque geezer-a-thon, it's a no-holds-barred thrill ride with some of the best action ever seen on the small screen. In this, the first in our series of spoiler special interviews dedicated to the show, Chris Hewitt sits down (remotely, of course) with Evans (who directed the 90-minute first episode) and Corin Hardy (director of episodes 2-4) for an in-depth dive into the show's twists, turns, and exploding heads. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/gangs_ep_1_4_corin_and_gareth_fi_b7e221fc_normal.mp3
Jack Reacher ft. Christopher McQuarrie,"Our latest retro spoiler special means you might have to take the afternoon off, as old podcast chum, Christopher McQuarrie, drops in to talk to Chris Hewitt about JACK REACHER, the 2012 movie which saw McQuarrie return to the director's chair for the first time since 2000's THE WAY OF THE GUN. 

In their two-hour plus talk, McQuarrie talks about taking on the project, emerging from director jail, working with Tom Cruise, the changes he made to the Lee Child book One Shot, how he tackled the issue of Reacher's size, the film's epic music-free car chase, its 70s influences, and much, much more. If you've listened to any of McQuarrie's previous spoiler special chats for Mission: Impossible — Rogue Nation, or Mission: Impossible — Fallout, you'll know this is pretty much essential.

Then, after that, Chris Hewitt is joined by Nick de Semlyen and James Dyer (all three diehard Reacher fans) for a talk about the movie, and the appeal of Lee Child's iconic creation. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/reacher_final_mixdown_01_d5637be9_normal.mp3
The King Of Staten Island ft. Judd Apatow,"Judd Apatow's The King Of Staten Island, starring Pete Davidson as a slacker on the eponymous New York-adjacent borough, is a cracking blend of acutely-drawn character drama and the laughs upon which Apatow has built his career. And in this very special in-depth interview with Chris Hewitt, Apatow talks about the various changes that the movie underwent during post-production, working with Davidson as both star and co-writer, and the joys of hearing Marisa Tomei say the F-word. It's a funny, frank chat, and we hope you enjoy it.",https://bauernordic-pods.sharp-stream.com/gb/1206/king_of_staten_island_spoiler_sp_63078514_normal.mp3
Bad Boys For Life ft. Adil & Bilall,"We'll be honest — we weren't expecting a lot from Bad Boys For Life, the movie that reunited Will Smith's Mike Lowrey and Martin Lawrence's Marcus Burnett almost two decades after Bad Boys II. But, perhaps reinvigorated by new directing duo Adil El Arbi and Bilall Fallah (credited as Adil & Bilall), it was something of an unexpected triumph. Smart, funny, with good action sequences and it even had something to say about toxic masculinity, ageing, and the nature of blockbuster heroics. 

So, with the movie making its debut on the cinema of the sofa everywhere, we have anointed it with its very own spoiler special. Chris Hewitt jumped on SquadCast with Adil & Bilall for a fun, no-holds-barred interview in which they reveal just how much of the movie was shaped on the fly, talk about its major twists and revelations, and dish on Michael Bay's oh-so-knowing cameo. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/bad_boys_for_life_spoiler_specia_b8c6d781_normal.mp3
The Mandalorian Chapter 8 — Redemption,"We had to wait quite a while for the first season of The Mandalorian but now, in what feels like the blink of an eye, it is over. The season culminated in Redemption, a Taika Waititi-directed episode which blended comedy biker scouts, major revelations about Mando, Baby Yoda grinning dementedly, and a couple of major set pieces, and in our final Mando spoiler special for a while, Chris Hewitt, Helen O'Hara, James Dyer, and Ben Travis get together to chew the fat, answer some listener questions, and look ahead to season 2. 

We have spoken. This is the way. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/mando_chapter_8_mixdown_57f835fe_normal.mp3
Extraction Spoiler Special ft. Sam Hargrave,"If you haven't seen Extraction, the Russo Brothers-produced action flick currently blowing things up on Netflix, then you should know that Chris Hemsworth plays a man called Tyler Rake, and he kills some dudes with a rake. Of course, that's not the only thing that happens in the Joe Russo-scripted film, but it's one of the orders of business that Chris Hewitt and Helen O'Hara discuss with the film's director, Sam Hargrave, in a fun and frankly spoilerific chat about the movie, including the fate of many major characters and the film's final shot. 

On the other side of the chat with Sam Hargrave, Chris and Helen are joined by Ben Travis for an in-depth dive into the movie. They answer some listener questions and, in a segment recorded just the other day, discuss the just-announced sequel news. So sit back, relax, and enjoy Team Empire as they indulge in a spot of Netflix'n'kill.",https://bauernordic-pods.sharp-stream.com/gb/1206/extraction_spoiler_special_mixdo_e0024aa5_normal.mp3
Picard Season 1 Spoiler Special ft. Sir Patrick Stewart,"You asked for us to make it so, and so we made it so. To mark the end of the first season of Star Trek: Picard, the show which sees the long-awaited return of Patrick Stewart's beloved Jean-Luc Picard, Chris Hewitt, James Dyer, and Helen O'Hara beam themselves up for an in-depth conversation about the season's twists, turns, highs, and lows. Well, James and Helen do. Chris, a casual Trekkeroonie, tries desperately to follow along on a colourful chart they made to keep him occupied. 

But that's not all. This episode also features a lengthy (and remotely recorded) chat with Picard himself, as James genuflects at the feet of Patrick Stewart, and extracts information from him with all the skill of a member of the Zhat Vash. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/picard_spoiler_special_mixdown_e365abe7_normal.mp3
The Mandalorian Chapter 7: The Reckoning,"This episode of The Mandalorian (the penultimate chapter of season one, sadly) has it all: double-crosses, triple-crosses, old favourites, new faces, flying dragon things, and more Baby Yoda cuteness than you could shake a laser sword at. And, as usual, Chris Hewitt, Helen O'Hara, Ben Travis, and James Dyer have convened (remotely and responsibly, of course) to talk about it at great length. All we hear is death and chaos. And terrible Werner Herzog impressions. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/mandalorian_chapter_7_spoiler_sp_867d2a97_normal.mp3
The Mandalorian Chapter 6: The Prisoner,"It's time to cue up Ludwig Goransson's increasingly catchy theme tune, folks, as Empire's motley band of rebels turn their attentions to the latest (in the UK, anyway) episode of The Mandalorian. And this chapter, The Prisoner, is a belter, so there's plenty for Chris Hewitt, Helen O'Hara, James Dyer, and Ben Travis to get their teeth into. So listen on for much discussion of Mando's moral code, this episode's cracking supporting cast (Clancy Brown! Bill Burr! That bloke who voices Anakin in The Clone Wars!), fleshlights, and more.

And yes, you did read 'flashlights'. You have been warned. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/mando_spoiler_special_chapter_6__3ece4bbe_normal.mp3
The Raid ft. Gareth Evans,"It's here! The first of our retro spoiler specials is about a bunch of people trapped in a building that's on lockdown. But don't let that put you off — it's Gareth Evans' extraordinary, incendiary 2011 action movie, The Raid. And in this very special episode, Chris Hewitt has a lovely chat (remotely, of course) with Evans, in which they delve deep into the whys and wherefores of the Jakarta-set thriller, which made the world aware of the action movie merits of Evans and his star, Iko Uwais. And Gareth also officially spills on details of The Raid 3, and what it might have been, for the first time. 

Then, Chris is joined by fellow Raid fans, Helen O'Hara and Dan Jolin, for a chat about the movie. It's a pod so packed with goodness it'll feel like a machete to the face. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/the_raid_spoiler_special_mixdown_22dea512_normal.mp3
Save Me Too ft. Lennie James,"Lennie James' sensational drama, Save Me, in which he plays Nelly, a desperate man dealing with the fallout caused by his relentless hunt for his abducted daughter, returned to Sky recently for its second series, Save Me Too. And in this very special crossover episode of the Empire Podcast and the Pilot TV Podcast, Chris Hewitt and Boyd Hilton chat to Lennie — who, of course, is not just the show's star, but its creator and principal writer — about all the twists and turns he's unleashed this time around. 

Then, in our virtual podbooth, Chris and Boyd are joined by Terri White and James Dyer for an in-depth discussion of the show, and its many, many rug-pulling revelations. Dig out the yellow puffa jackets, folks, this one's a belter. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/save_me_too_spoiler_special_mixd_b7abf765_normal.mp3
The Mandalorian Chapter 5: The Gunslinger,"Our latest weekly delve into The Mandalorian brings the team — Chris Hewitt, Helen O'Hara, Ben Travis, and James Dyer — to the sandy dunes of Mos Eisley on Tatooine, all the better to discuss Chapter 5 of the new Star Wars show. Along the way they discuss the episode's various in-jokes and deep cut references, Helen gets a phone call from Steven Spielberg (probably), and Ben, the kindest, gentlest soul on the team, launches all-out war on one of Hollywood's most powerful families. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/mandalorian_chapter_5_mixdown_528e23e9_normal.mp3
The Mandalorian Chapter 4: Sanctuary,"Our weekly dissection of The Mandalorian (which is a different kind of dissection than the one Werner Herzog has in mind for Baby Yoda, should he ever get his mitts on the cute little guy) continues, as Chris Hewitt, Helen O'Hara, James Dyer and Ben Travis discuss the fourth episode of Jon Favreau's Star Wars show. 

This week's episode marks the directorial debut of one Bryce Dallas Howard, and features the introduction of a major new character in Gina Carano's Cara Dune, plus more Baby Yoda memes than you could shake a bowl of spotchka at. And our intrepid team talk about it all, answer some listener questions, and say the word 'helmet' a lot. Like, a lot. Even more so than usual. Which is saying something. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/mandalorian_chapter_4_mixdown_e64f81d2_normal.mp3
The Mandalorian Chapter 3: The Sin,"And so, as The Mandalorian moves to a weekly schedule on Disney+, so too do our spoiler specials. This week, Chris Hewitt, Ben Travis, Helen O'Hara, and James Dyer assemble at a responsible distance, and talk about Chapter 3 of the new Star Wars show. Featuring mangled Emperor quotes, plot discussion aplenty, and more mention of helmets than you could imagine (and we can imagine quite a bit). 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/mandalorian_chapter_4_spoiler_sp_e59fd8b2_normal.mp3
The Mandalorian Chapters 1 and 2,"At long last, The Mandalorian is here. Jon Favreau's eight-part series — the first live-action Star Wars TV show, if you don't count The Holiday Special and please, for the love of God, nobody should count The Holiday Special — has finally made its UK debut on Disney+ with the first two episodes, The Mandalorian and The Child. 

And so Team Empire has reacted accordingly, with the launch of a new weekly deep dive into the show. In our first episode, Chris Hewitt, Helen O'Hara, James Dyer, and Ben Travis gather remotely around their individual microphones and talk about a great many spoilerific things, including the true nature of Baby Yoda, and how Pedro Pascal's other characters might have fared had they been clad head-to-toe in armour. 

Enjoy. We have spoken.",https://bauernordic-pods.sharp-stream.com/gb/1206/mandalorian_spoiler_special_mixd_d7261d74_normal.mp3
The Invisible Man ft. Leigh Whannell,"You can't see the invisible man. But you can hear the spoiler special dedicated to the film of the same name. Which is nice. 

In our latest spoiler special, Chris Hewitt has a lovely chat with Leigh Whannell, the writer/director of the Blumhouse-produced reimagining of the classic movie monster. They talk about a great many things, including one of the great jump scares of recent years, some deleted scenes, the invisible man's motivations, and briefly swap terrible Werner Herzog impressions. 

Then, in the podbooth, Chris is joined -- as far as he can tell -- by just three colleagues of such lethal cunning: Helen O'Hara, Ben Travis, and Alex Godfrey, as they delve deep into the film's twists and turns, and answer some listener questions. Two things to note: while their chat is as irreverent and (hopefully) entertaining as ever, they do touch on some heavy-duty themes and subject matter, so please be aware of that. Also, there are some spoilers for Whannell's previous movie as director, Upgrade, scattered throughout, so if you haven't seen that, now might be your chance. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/the_invisible_man_spoiler_specia_facf8d53_normal.mp3
Onward ft. Dan Scanlon and Kori Rae,"Our latest spoiler special is, incredibly, our first ever for a Pixar movie (we think — do let us know if we're wrong), as Chris Hewitt, Helen O'Hara, Ben Travis, and John Nugent do a deep dive into the iconic animation studio's 22nd and latest effort, the fun fantasy flick, Onward. 

As ever, just before you hear those four giggling idiots talk about giant sweets, major third act revelations, and say the F-word more than you might expect on a Pixar-related pod, we hear from the people who made the film: director Dan Scanlon and producer Kori Rae, who talked to Ben about the very personal story behind the film, how it changed along the way to the big screen, and more Easter eggs than you could shake a chocolate stick at. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/onward_spoiler_special_mixdown_702e72c7_normal.mp3
Colour Out Of Space ft. Richard Stanley,"Ever since his nightmare experience on The Island Of Dr. Moreau, Richard Stanley — the director of cult classics Hardware and Dust Devil — has been conspicuous by his absence from the director's chair. But he puts that right, in gory, gonzo fashion with Colour Out Of Space, an adaptation of the H.P. Lovecraft story, featuring an all-timer of a Nicolas Cage performance from... Nicolas Cage. And a pack of alpacas. 

In this spoiler special episode, Alex Godfrey asks Stanley about the ins, the outs, and the inside outs of making his no-holds-barred horror film. And then, in the podbooth, Chris Hewitt is joined by Alex, Helen O'Hara, and Ben Travis to discuss the movie, how Stanley's movie is a challenge to the darkness at the core of Lovecraft's own personality, and the pinkest pink. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/colour_out_of_space_spoiler_spec_d22eb973_normal.mp3
Birds Of Prey And The Fantabulous Emancipation Of One Harley Quinn ft. Cathy Yan,"Birds Of Prey And The Fantabulous Emancipation Of One Harley Quinn — or, as it seems to now be known, just Harley Quinn: Birds Of Prey — is the giddy, fun-filled vehicle that its lead character, Margot Robbie's Harley Quinn, deserves. And on this special, spoiler-filled episode, Chris Hewitt has a fun chat with the movie's director, Cathy Yan, about all kinds of major reveals, minor in-jokes, and things that didn't quite make the finished film. 

Then, back in the podbooth, Chris is joined by Helen O'Hara and Amon Warmann to talk about the film in great, spoilerific detail, answer your questions, and make plans for lunch. No bacon and egg sandwich for them, more's the pity.

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/birds_of_prey_spoiler_special_mi_a3434539_normal.mp3
Parasite Spoiler Special,"The latest episode of the Empire Podcast spoiler specials is dedicated to the slice of South Korean genius that just scooped Best Picture at this year's Oscars: Bong Joon Ho's fantastic, definition-defying satirical thriller, Parasite. Join Chris Hewitt, Helen O'Hara, John Nugent, and Ben Travis as they try to get their head around Director Bong's latest, so metaphorical movie, probe its many cracks and crevices, and answer a bunch of listener questions. Well, as best as they can. 

Then, at the end, we've included the interview with Bong Joon Ho, conducted by Amon Warmann, that recently ran in episode 399 of the regular podcast, to save you the bother of having to look for it. It's not a spoilerific interview, but is a lot of fun, and we hope you enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/parasite_spoiler_special_mixdown_55632116_normal.mp3
Queen & Slim Spoiler Special ft. Melina Matsoukas and Lena Waithe,"The powerful and affecting Queen & Slim tells the story of two young African-Americans (Daniel Kaluuya and Jodie Turner-Smith) who, after accidentally killing a white policeman during a traffic stop on their first date together, make a desperate getaway across the United States, becoming something akin to modern-day folk heroes along the way. And in this spoiler special episode of the Empire Podcast, Amon Warmann asks the film's director, Melina Matsoukas, and writer, Lena Waithe, about the key creative twists and turns in the movie. 

Then, back in the podbooth, Amon joins Helen O'Hara and Chris Hewitt for a discussion about the film that tackles the film's serious themes and message, but also has the odd light-hearted debate over knitwear and bad dates. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/queen_slim_spoiler_special__mixd_2e709e77_normal.mp3
1917 ft. Sam Mendes and Krysty Wilson-Cairns,"1917 is the towering achievement of Sam Mendes' career as a film director: a blistering, searing, gripping real-time thriller following two soldiers in World War I as they attempt to deliver a vital message that will save thousands of lives. And in this Empire Podcast spoiler special, Ian Freer talks to Mendes and his co-writer, Krysty Wilson-Cairns, about the movie in spoilerific detail from the off.

Then, in the podbooth, Ian is joined by Chris Hewitt, Ben Travis, and Helen O'Hara to discuss their feelings about the movie, and answer a ton of listener questions. Do we do it all in a single take? We couldn't possibly say. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/1917_spoiler_special_ft_sam_mend_66e706f9_normal.mp3
Star Wars: The Rise Of Skywalker Spoiler Special,"Riiiiiiiiiiise. But enough about Liverpool's former Norwegian left-back. Instead, after the amuse bouche that was our mini spoiler special for the ninth and final Skywalker Saga film, Star Wars: The Rise Of Skywalker (both of which launched just before Christmas), here's the proper thing. Almost two hours of Team Empire sat around a table, banging on about JJ Abrams' latest slice of space opera, answering listener questions, and making terrible jokes. 

So, join Chris Hewitt, Helen O'Hara, Ben Travis and, now that he's come to terms with his feelings about the film, James Dyer for discussion of Emperor Palpatine's sex drive, comparison of the film's ending to, well, the ending of another recent blockbuster, and a discussion of the timeline of Rey's parents that will make your brain hurt. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/star_wars__the_rise_of_skywalker_afb224ec_normal.mp3
Knives Out Spoiler Special ft. Rian Johnson,"Rian Johnson's Knives Out presents a very modern, and very Rian Johnsonian, twist on the murder mystery, and, in the shape of Daniel Craig's Benoit Blanc, introduces a great detective to rival Columbo, Taggart, Morse and maybe even Hetty Wainthrop. And, in this long overdue Empire Podcast spoiler special, Johnson explains to Chris Hewitt how he came up with many of the film's major twists and turns. 

Then, in the podbooth, Chris is joined by Helen O'Hara and Amon Warmann for a fun conversation about the movie which features much talk of sweaters, more bad Benoit Blanc impressions than you could shake a doughnut at, and much, much more. 

Again, sorry for the delay with this. We suspect foul play. Or maybe it was just the flu which sidelined Chris for a couple of weeks. Either way, it's here now, so do, please, enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/knives_out_spoiler_special_ft_ri_69140c32_normal.mp3
Star Wars: The Rise Of Skywalker Mini-Spoiler Special,"The saga is complete. With the release of Star Wars: The Rise Of Skywalker, the Skywalker saga that started back in 1977 with what we now know as Star Wars Episode IV: A New Hope is over. But the discourse has only just begun. Here is the first Empire Podcast contribution to that never-ending debate — not so much a spoiler special, more of an extended reaction pod as Chris Hewitt, Helen O'Hara and Ben Travis sit down and talk about key revelations and moments from JJ Abrams' film, and, like, how it made them feel, man. 

If you're wondering why this isn't a full-blown two-hour-plus spoiler special, at the time of recording Team Empire had only seen The Rise Of Skywalker once. An extended special will be recorded and released in early January after we return from our Christmas break. But we hope that this tides you over, bad impressions, terrible Star Wars planet name knowledge and all. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/star_wars__the_rise_of_skywalker_f8b9c540_normal.mp3
Joker Spoiler Special ft. Todd Phillips,"Let's put a smile on that face!

As Todd Phillips' Joker continues its bid for world domination (closing in on a billion dollars at the global box office), the Empire Podcast team give his movie the spoiler special treatment with a bumper-sized edition. First, John Nugent talks to Phillips about all manner of spoilerific stuff, and then Chris Hewitt, Terri White, Ben Travis and Alex Godfrey convene in the podbooth to talk about their reactions to the film, Joaquin Phoenix's performance, interpretations of the character Arthur Fleck and the film's violence, and more. Oh, and they ask the biggest question of them all: just who is Frowney Downwards?

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/joker_spoiler_special_ft_todd_ph_280426f7_normal.mp3
It Chapter 2 Spoiler Special ft. Andy & Barbara Muschietti,"A spoiler special for a Warner Bros. film about a murderous clown can mean only one thing: yes, it's time for the podteam to grab 99 red balloons and dig their scarily sharp teeth into It Chapter 2, the sequel to 2017's phenomenally successful adaptation of (part of) Stephen King's epic horror novel. 

First, you will find Chris Hewitt talking to the film's director and producer, Andy and Barbara Muschietti, about making changes to the book, major cameos, balancing horror and comedy, and more. 

Then, in the podbooth, Chris is joined by Helen O'Hara and Ben Travis to delve deep into the film, answer a bunch of listener questions and, you might not be surprised to know, unleash a torrent of innuendo. Pennywise isn't the only one who dwells in a sewer, it seems. Enjoy!",https://bauernordic-pods.sharp-stream.com/gb/1206/it_chapter_2_spoiler_special_ft__62980b63_normal.mp3
Live Avengers: Endgame Spoiler Special ft. Kevin Feige,"As President of Marvel Studios and producer of every single Marvel Cinematic Universe film to date (all 23 of 'em, if you're reading this before May 2020), Kevin Feige has been a fundamental part of the MCU's rise and rise. Culminating with their crowning glory, the biggest film of all time, Avengers: Endgame.

When Feige popped into London recently, ahead of the film's release on home entertainment, we seized the chance to host a live Q&A with him. Just Feige, host Chris Hewitt, and a 100-strong audience, composed of Marvel fans and Empire subscribers. We see this as an absolute win. 

And in this frank and funny 50-minute chat, Chris and Feige discuss a great many things about Avengers: Endgame, all of which are spoilerific. Enter only if you've seen the movie - out now on digital platforms and from September 2nd on DVD, Blu-ray, and 3D Blu-ray.",https://bauernordic-pods.sharp-stream.com/gb/1206/kevin_feige_live_avengers__endga_970c3998_normal.mp3
Once Upon A Time In Hollywood Spoiler Special ft. Quentin Tarantino,"Once upon a time in the Empire podbooth, anyone? Our latest spoiler special podcast is truly special indeed, as the great Quentin Tarantino pops by to talk about his ninth (or tenth, but who's counting?) movie, Once Upon A Time In Hollywood, and many of its twists, turns, and third act shenanigans. 

Fresh from conducting that interview, Chris Hewitt then repairs to the podbooth to talk about the movie - its twists, turns, and third act shenanigans, and all - with Helen O'Hara, Ian Freer, and Nick de Semlyen. So sit back, relax with a drink or an acid-dipped cigarette*, and enjoy. Bear in mind: we also talk spoilers for Yesterday, Avengers: Endgame (of course), and previous Tarantino movies, so tread carefully. 

* The Empire Podcast does not condone the use of acid-dipped cigarettes. Please use responsibly.",https://bauernordic-pods.sharp-stream.com/gb/1206/once_upon_a_time_in_hollywood_sp_0c19b053_normal.mp3
Fast & Furious: Hobbs & Shaw Spoiler Special ft. David Leitch,"Crash! Bang! Wallop! What a spoiler special! 

As the Fast & Furious franchise enters uncharted waters with its testosterone-tipped spin-off starring Dwayne Johnson and Jason Statham, so too does the Empire Podcast. This may be the ninth film in a series that has become one of the biggest of all time, but it also marks our first spoiler special dedicated to the series. 

Living their lives a quarter of a pod at a time are Chris Hewitt, Helen O'Hara, Ben Travis, and Nick de Semlyen, who discuss the film's retconning of Statham's Deckard Shaw, the possible identity of the film's Director character, and much, much more. 

And speaking of director characters, Chris has an in-depth chat with the man who called the shots on the film, David Leitch. Almost two hours of no-holds-barred Hobbsing & Shawage? Sounds like a champagne problem to us.",https://bauernordic-pods.sharp-stream.com/gb/1206/fast_furious__hobbs_shaw_spoiler_0ec4663f_normal.mp3
"Spider-Man: Far From Home Spoiler Special ft. Jon Watts, Kevin Feige, and Amy Pascal","Spoiler-Man, Spoiler-Man, spoils whatever a podcast can... Yes, in the latest Empire Podcast spoiler special, Spider-Man: Far From Home director Jon Watts, and producers Kevin Feige and Amy Pascal are bitten by radioactive spoilers, and develop the strange ability to tell Chris Hewitt all kinds of spoilerific stuff about the latest outing in the MCU for Tom Holland's friendly not-so-neighbourhood webslinger. From BIG reveals to Easter eggs Chris still hasn't spotted despite specifically looking out for them, there's over an hour of cracking Spidey interviews here.

Then, back in the podbooth, Chris is joined by Helen O'Hara, Ben Travis, Dan Jolin, and Amon Warmann for two - count 'em, TWO! - hours of Spider-spoiler chat, including a bunch of listener questions, and a cameo even more unexpected cameo than those in the film. As ever, do NOT listen to this podcast unless you've seen Spider-Man: Far From Home (and, we must caution, Avengers: Endgame).

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/spider_man__far_from_home_spoile_7e64384a_normal.mp3
